5,0,0,0,1,0,51,0,0,0,0,3.924999418813968e-06,0.002311781514436,5.156882252776995e-05,0.0018743234686553,4.423633072292432e-05,0.0001384161587338,0.9955748319625854,1.0691662311046457e-07,6.428360848076409e-07,1.1842866598499313e-07
4,0,0,3,0,46,0,0,4,0,0,0.0001268274791073,2.553183833242656e-07,0.9609847664833068,0.0097140185534954,0.0161268357187509,0.0080706337466835,0.0047593498602509,0.0002133453381247,3.950647169403965e-06,5.178600659405674e-08
8,0,0,1,0,0,0,0,0,52,0,0.0966790467500686,1.3195013707445469e-05,0.0064569739624857,0.0002249365643365,0.0002122847508871,5.2657178457593545e-05,7.818130143277813e-06,1.3759901776211336e-05,0.8963210582733154,1.824414357542992e-05
8,0,0,0,0,0,0,0,0,53,0,0.0023877420462667,3.6197072859067694e-06,0.0001775966520654,0.000708443170879,0.0003314411151222,0.0001282358862226,1.0798971743497532e-05,4.7362151235574856e-05,0.9833162426948548,0.0128885079175233
4,2,0,0,0,49,0,0,0,0,0,0.0027651565615087,3.05086246044084e-06,0.0335371382534503,0.0085031390190124,0.9162684679031372,0.0031184440013021,7.021977944532409e-05,0.0352890640497207,0.0003802115970756,6.498530274257064e-05
9,0,0,0,0,0,0,0,0,0,51,1.1464861927379388e-05,5.51955345144961e-05,1.6644512470520567e-06,0.0005465838476084,4.170968850303325e-07,4.435060691321269e-05,0.0001042651347233,2.102419784932863e-05,1.41127175083966e-05,0.999200999736786
6,0,0,0,1,0,0,51,0,0,0,0.0004347150970716,0.0001835154544096,0.0120190884917974,0.2602733373641968,0.602321445941925,0.1118367686867713,0.0069939675740897,0.0012735606869682,0.004588586743921,7.50644103391096e-05
9,0,0,0,0,0,0,0,0,0,50,0.0031238594092428,6.702392420265824e-05,4.966633696312783e-06,6.972855044296011e-05,2.524157252992154e-06,1.1921882105525585e-05,9.506184284191477e-08,3.870233922498301e-05,0.1704420298337936,0.8262391686439514
6,0,0,0,0,1,0,50,0,0,0,0.0002077248209388,0.0032815304584801,0.4772975742816925,0.0054458221420645,0.0547637045383453,0.3622517585754394,0.0851448029279708,0.0025972672738134,0.0055878339335322,0.0034220411907881
1,0,53,0,0,0,0,0,0,0,0,2.1912114789301995e-06,0.99829763174057,2.791293418624718e-09,5.635181992147409e-07,1.2061666110341207e-09,1.417633939126972e-07,4.813000487047248e-08,3.750614041564404e-08,7.22609693184495e-05,0.0016272058710455
7,0,0,2,0,0,0,0,49,0,0,0.0594279095530509,0.006747243925929,0.2498165518045425,0.1535765975713729,0.2271428108215332,0.0937018096446991,0.0795758068561554,0.0887419655919075,0.0085402242839336,0.0327291190624237
3,0,0,0,40,1,1,0,9,0,0,2.4258808480226435e-05,6.405655739172289e-08,0.234375923871994,0.028680620715022,0.247798666357994,0.1798719018697738,0.0020148088224232,0.3072317838668823,1.2462789982237157e-06,7.208467422969989e-07
3,0,0,0,51,0,2,0,1,0,0,2.1320282778819482e-13,2.8006407176242503e-19,5.176347794844105e-09,7.228242338896962e-06,9.826951337499782e-17,0.999992609024048,1.1506466535138317e-07,6.444694224897601e-14,3.320857857366105e-13,2.0975414330784425e-13
8,0,0,0,0,0,0,0,0,54,0,0.0620085932314395,0.0001155827194452,0.0002195004781242,0.0003183280059602,3.0190528832463315e-06,4.013695161120268e-06,6.065997240511933e-06,1.7769400528777624e-06,0.9373154640197754,7.590520453959471e-06
1,0,52,0,0,0,0,0,0,0,0,3.961697802878916e-05,0.9977904558181764,2.2010215872114717e-08,4.296362476452487e-06,2.6724974233616198e-08,3.0044375876059355e-08,8.237762813223526e-06,5.334423125447074e-09,9.687697456683964e-05,0.0020604124292731
0,52,0,0,0,0,0,0,0,0,0,0.3383685946464538,7.671425009903032e-06,0.6533260345458984,0.000333633593982,0.0049035842530429,0.0003442836750764,0.0008328118128702,0.0001850882690632,0.001698242733255,8.044960253528188e-08
6,0,0,2,1,0,1,47,0,0,0,0.0603496246039867,0.0175124444067478,0.016129408031702,0.0963284820318222,0.3598973155021667,0.0252357777208089,0.2258550822734832,0.0241142287850379,0.0900860726833343,0.0844916403293609
3,0,0,0,51,0,0,0,0,0,0,0.0001179348982986,7.257275456140633e-07,0.0005620728479698,0.1267745047807693,0.744426429271698,0.0351438634097576,0.0911636129021644,0.0010334395337849,0.0004091458686161,0.0003682411334011
5,0,0,0,1,0,51,0,0,0,0,0.0003547878295648,0.0004871461424045,0.0046484628692269,0.0755098238587379,0.2964383363723755,0.0324389934539794,0.0005105939344502,0.587011992931366,0.0003217414196114,0.0022782108280807
3,0,0,1,48,1,0,2,0,0,0,0.0035358113236725,0.0014211110537871,0.0445547848939895,0.1700229048728943,0.0998954772949218,0.0547696724534034,0.5976303815841675,0.0065548839047551,0.0110215907916426,0.0105934282764792
4,0,0,0,1,49,0,0,0,0,0,0.401908814907074,0.0060413661412894,0.1682640016078949,0.0073829093016684,0.3754657804965973,0.0042476188391447,0.0010929635027423,0.0228320136666297,0.010954157449305,0.0018103963229805
0,46,0,1,0,0,0,2,0,1,0,0.8742657899856567,0.0005219729500822,0.0144075332209467,0.0004536113119684,0.1089255809783935,0.0003473732213024,6.1015280152787454e-06,0.0010171585017815,4.203009666525759e-05,1.2957872058905195e-05
0,52,0,0,0,0,0,0,0,0,0,0.9922134280204772,6.444299651775509e-05,0.0028782978188246,4.775884372065775e-05,0.0031907623633742,1.8029888451565057e-05,0.0014366135001182,1.315899424980671e-07,0.000150548905367,3.259103653618922e-09
9,0,1,0,0,0,0,0,0,0,50,0.0027325546834617,0.9133140444755554,6.594150363525841e-07,0.0006096065626479,2.109406551653592e-07,2.7436679374659437e-05,7.86615510151023e-06,9.439727364224382e-06,0.0004015857412014,0.0828965306282043
8,0,0,0,0,0,0,0,0,52,0,0.012118823826313,0.0001535995397716,0.0101068001240491,0.0455650202929973,0.0326533839106559,0.0202322248369455,0.0031099205370992,0.0107259266078472,0.7355736494064331,0.1297605633735656
4,0,0,0,2,51,0,0,0,0,0,0.0134987253695726,0.0090959733352065,0.1599440723657608,0.0686343982815742,0.4364768266677856,0.1302419304847717,0.0837271139025688,0.0062717874534428,0.0849045664072036,0.0072046699933707
1,0,50,0,0,0,0,0,0,0,0,0.001241318299435,0.9987357258796692,2.608288411920512e-07,1.6131922166096047e-05,3.4701821277627325e-11,3.360802907081961e-07,5.2567386887858454e-08,1.6347106779335263e-08,6.301391408669588e-07,5.436583251139382e-06
1,0,50,0,0,1,0,0,0,0,0,0.0024651810526847,0.9152100086212158,4.952378731104545e-06,0.0001187390444101,0.0001272197550861,0.0001204469517688,0.0001353707484668,0.0009520240710116,0.0247740373015403,0.0560920722782611
9,0,0,0,0,0,0,0,0,0,54,0.0008575869724154,0.0002016872458625,4.046251342515461e-05,0.0005299818585626,9.84624057309702e-06,0.000230825098697,0.0049531073309481,8.185544174921233e-06,0.0010066432878375,0.9921616911888124
6,0,0,0,1,0,0,52,0,0,0,0.0004322355962358,0.0021775995846837,0.0017832627054303,0.0604713261127471,0.0103944605216383,0.0049344995059072,0.9196094274520874,3.106336225755513e-05,2.4742783352849077e-05,0.0001414410362485
5,1,0,2,6,1,40,0,0,0,0,8.110178168863058e-05,1.3614340787171386e-05,0.2032277882099151,0.1491120457649231,0.0525845848023891,0.3903102874755859,0.0555064752697944,0.149103581905365,3.694426141009899e-06,5.681764741893858e-05
3,0,0,3,39,1,5,2,0,0,0,0.0342281386256217,0.4297294318675995,0.0050212126225233,0.1462636440992355,0.0699493139982223,0.0324948951601982,0.2200740426778793,0.0326350070536136,9.637104767534763e-07,0.0296034216880798
9,0,0,0,0,0,0,0,0,0,52,0.0853089988231659,0.0564924106001853,0.109234519302845,0.2613800764083862,0.0185595192015171,0.1433395743370056,0.0336264036595821,0.0223649274557828,0.2355255931615829,0.0341679900884628
1,0,51,0,0,0,0,0,0,0,0,2.2678050299873576e-05,0.9908663630485536,1.605991672981588e-09,3.049709960123437e-07,6.421197601413908e-11,2.2796735166252802e-08,9.313756432760556e-10,5.590313278958092e-08,0.0002387205604463,0.0088718757033348
4,0,0,0,0,53,0,0,0,0,0,0.0613329038023948,0.0011494549689814,0.4790387153625488,0.0261432100087404,0.3725289106369018,0.0149121945723891,0.0219805371016263,0.0218857936561107,0.0002548816846683,0.0007733851089142
8,0,0,0,0,0,0,0,0,51,0,0.0688982158899307,0.0931189209222793,1.8454747063856303e-08,0.005473437719047,9.491984383203088e-05,0.0007920423522591,1.7024082143990427e-09,8.395304757868871e-05,0.8315131068229675,2.5330395146738734e-05
5,0,0,0,0,0,50,0,0,0,0,8.48668690878185e-08,9.537521883373756e-09,0.0110374577343463,4.179983807262033e-05,0.0033000870607793,0.984594702720642,0.0010214899666607,4.2950769056915306e-06,8.93965665382801e-11,4.038203365447357e-12
4,0,0,0,0,50,0,0,0,0,0,0.0821939632296562,0.0487278066575527,0.0005349606508389,0.4536425769329071,0.0087337438017129,0.3758992254734039,0.000148360573803,0.0234605148434638,0.0004764017940033,0.0061824489384889
8,0,0,0,0,0,0,0,0,50,1,8.181768498616293e-05,0.0005236468859948,1.651286197557056e-06,6.927776121301576e-05,7.56887175157317e-06,3.1155955184658524e-06,5.691688784281723e-06,0.0001038431364577,0.998730719089508,0.0004726595070678
2,0,0,52,0,0,0,0,0,0,0,0.0177978090941905,0.0086501250043511,0.3012842535972595,0.0598956495523452,0.0458154678344726,0.1723207384347915,0.0266344081610441,0.3427971005439758,4.330118099460378e-05,0.0247611347585916
6,1,0,0,0,0,0,49,0,0,0,0.0002866447903215,0.0006242466042749,0.0171145871281623,0.0415874011814594,0.0489375293254852,0.010503064841032,0.8775660395622253,0.0027779347728937,6.203311841090908e-06,0.0005965252057649
0,52,1,0,0,0,0,0,0,0,0,0.7226488590240479,0.0069418000057339,0.1591788232326507,0.0123066054657101,0.0792237296700477,0.0015533049590885,0.0048120198771357,0.0022544334642589,0.0011839176295325,0.009896527044475
7,0,0,0,0,1,0,0,51,0,0,9.628547736895145e-09,5.053515939046348e-10,4.400343982524646e-07,1.782601248123683e-05,5.340826191968517e-06,1.718758539936971e-05,1.766761386079452e-07,0.9999587535858154,8.927150685344998e-11,2.590290080206614e-07
8,2,0,0,0,0,0,0,0,49,0,0.3164094984531402,0.0013051580172032,0.0956238508224487,0.026094963774085,0.3551937937736511,0.0062057403847575,0.0059362375177443,0.0191438104957342,0.133996233344078,0.0400907509028911
9,0,0,0,0,0,0,1,0,0,49,0.0002048111200565,0.0001070007929229,3.718415371167794e-07,5.0167072913609445e-06,1.2068099977113889e-06,3.5277728329674574e-06,4.8222679183140835e-09,0.0026897315401583,9.696414053905755e-06,0.9969786405563354
